Regulation,Language,Model,Question_No,Question_Text,FAISS 1st Ranked,FAISS 2nd Ranked,FAISS 3rd Ranked,FAISS Best Choice
EU_Single_Currency,French,text-embedding-3-large,10,"Quelle serait la valeur ajoutée de l'euro numérique par rapport aux solutions privées de paiement numérique existantes, telles que les cartes et les paiements mobiles?",10,34,19,10
EU_Single_Currency,French,text-embedding-3-large,11,Qui émettrait l'euro numérique et quand?,11,39,17,11
EU_Single_Currency,French,text-embedding-3-large,12,"L'euro numérique remplacera-t-il les espèces, s'il est adopté?",9,12,10,12
EU_Single_Currency,French,text-embedding-3-large,13,"Quel serait le coût de l'euro numérique? Y aurait-il des frais à payer pour ouvrir un compte en euros numériques, retirer de l'argent liquide sur ce compte à un distributeur automatique ou envoyer de l'argent à l'étranger?",13,14,9,13
EU_Single_Currency,French,text-embedding-3-large,14,De quelle manière l'euro numérique favoriserait-il l'inclusion financière? L'euro numérique pourrait-il être utilisé hors ligne?,14,19,10,14
EU_Single_Currency,French,text-embedding-3-large,15,Qui aurait accès aux données à caractère personnel et à quelles fins? Comment ces données seraient-elles protégées?,15,15,29,15
EU_Single_Currency,French,text-embedding-3-large,16,Quelles sont les différences entre les paiements en euros numériques en ligne et hors ligne?,16,19,10,16
EU_Single_Currency,French,text-embedding-3-large,17,Quelle est la différence entre l'euro numérique et l'euro que nous avons déjà sur nos comptes bancaires?,8,9,17,17
EU_Single_Currency,French,text-embedding-3-large,18,Où et comment se procurerait-on l'euro numérique?,8,11,17,8
EU_Single_Currency,French,text-embedding-3-large,19,Où et comment l'euro numérique serait-il utilisable?,19,10,33,19
EU_Single_Currency,French,text-embedding-3-large,20,Serait-il possible d'effectuer des paiements mobiles et d'utiliser le portefeuille européen d'identité numérique avec l'euro numérique?,20,19,10,20
EU_Single_Currency,French,text-embedding-3-large,21,Le compte en euros numériques serait-il rémunéré?,21,8,13,21
EU_Single_Currency,French,text-embedding-3-large,22,Serait-il possible de détenir plusieurs comptes en euros numériques?,22,31,24,22
EU_Single_Currency,French,text-embedding-3-large,23,"L'euro numérique serait-il programmable (ou, autrement dit, les pouvoirs publics pourraient-ils lui attribuer des finalités spécifiques)?",23,34,17,23
EU_Single_Currency,French,text-embedding-3-large,24,Le montant des avoirs détenus sur un compte en euros numériques serait-il plafonné?,24,22,8,24
EU_Single_Currency,French,text-embedding-3-large,25,Quel serait le rôle du secteur privé?,25,35,18,25
EU_Single_Currency,French,text-embedding-3-large,26,Un commerçant aurait-il l'obligation d'accepter l'euro numérique?,26,27,1,26
EU_Single_Currency,French,text-embedding-3-large,27,Comment un commerçant traiterait-il les transactions en euros numériques?,27,26,19,27
EU_Single_Currency,French,text-embedding-3-large,28,Quelle incidence l'euro numérique aurait-il sur le système bancaire?,28,19,9,28
EU_Single_Currency,French,text-embedding-3-large,29,Qui pourrait détenir des euros numériques? Les personnes ne résidant plus dans la zone euro ou celles retournant dans leur pays de résidence après un séjour dans la zone euro auraient-elles le droit de conserver un compte en euros numériques?,29,31,30,29
EU_Single_Currency,French,text-embedding-3-large,30,L'utilisation de l'euro numérique en dehors de la zone euro serait-elle autorisée?,31,30,33,30
EU_Single_Currency,French,text-embedding-3-large,31,Les États membres de l'UE n'appartenant pas à la zone euro auraient-ils accès à l'euro numérique? Et les pays tiers?,31,29,30,31
EU_Single_Currency,French,text-embedding-3-large,32,Des monnaies numériques de banque centrale sont-elles en cours d'élaboration dans d'autres pays?,32,33,9,32
EU_Single_Currency,French,text-embedding-3-large,33,En quoi l'euro numérique soutiendrait-il le rôle international de l'euro?,33,19,9,33
EU_Single_Currency,French,text-embedding-3-large,34,Comment l'euro numérique favoriserait-il l'innovation en matière de paiements?,34,19,36,34
EU_Single_Currency,French,text-embedding-3-large,35,En quoi l'euro numérique favoriserait-il la résilience des paiements?,35,10,19,35
EU_Single_Currency,French,text-embedding-3-large,36,Quelles synergies y aurait-il avec les paiements instantanés et la stratégie plus large de la Commission en matière de paiements de détail?,36,16,10,36
EU_Single_Currency,French,text-embedding-3-large,37,Y aurait-il des garde-fous visant à prévenir le blanchiment de capitaux et le financement du terrorisme?,37,24,4,37
EU_Single_Currency,French,text-embedding-3-large,38,Quels seront les rôles respectifs des colégislateurs et de la Banque centrale européenne?,38,39,7,38
EU_Single_Currency,French,text-embedding-3-large,39,Quelles seront les prochaines étapes pour la proposition présentée aujourd'hui?,39,37,7,39
EU_Single_Currency,French,text-embedding-3-small,1,Qu'est-ce que le «cours légal» des billets et pièces en euros?,1,2,6,1
EU_Single_Currency,French,text-embedding-3-small,2,Pourquoi la Commission agit-elle maintenant?,39,37,4,39
EU_Single_Currency,French,text-embedding-3-small,3,Quels sont les objectifs de la proposition?,3,5,33,3
EU_Single_Currency,French,text-embedding-3-small,4,De quelle manière la proposition garantit-elle l'acceptation des espèces et l'accès à celles-ci?,3,4,5,4
EU_Single_Currency,French,text-embedding-3-small,5,De quelle manière la proposition contribue-t-elle à l'inclusion financière?,5,3,14,5
EU_Single_Currency,French,text-embedding-3-small,6,Quelle est la base juridique de la proposition?,6,3,2,6
EU_Single_Currency,French,text-embedding-3-small,7,Quelles sont les prochaines étapes?,39,11,20,39
EU_Single_Currency,French,text-embedding-3-small,8,En quoi consisterait l'euro numérique?,8,33,17,8
EU_Single_Currency,French,text-embedding-3-small,9,Quelle est la nécessité d'un euro numérique?,9,33,10,9
EU_Single_Currency,French,text-embedding-3-small,10,"Quelle serait la valeur ajoutée de l'euro numérique par rapport aux solutions privées de paiement numérique existantes, telles que les cartes et les paiements mobiles?",10,19,36,10
EU_Single_Currency,French,text-embedding-3-small,11,Qui émettrait l'euro numérique et quand?,11,39,33,11
EU_Single_Currency,French,text-embedding-3-small,12,"L'euro numérique remplacera-t-il les espèces, s'il est adopté?",12,11,17,12
EU_Single_Currency,French,text-embedding-3-small,13,"Quel serait le coût de l'euro numérique? Y aurait-il des frais à payer pour ouvrir un compte en euros numériques, retirer de l'argent liquide sur ce compte à un distributeur automatique ou envoyer de l'argent à l'étranger?",13,24,18,13
EU_Single_Currency,French,text-embedding-3-small,14,De quelle manière l'euro numérique favoriserait-il l'inclusion financière? L'euro numérique pourrait-il être utilisé hors ligne?,14,10,19,14
EU_Single_Currency,French,text-embedding-3-small,15,Qui aurait accès aux données à caractère personnel et à quelles fins? Comment ces données seraient-elles protégées?,15,15,29,15
EU_Single_Currency,French,text-embedding-3-small,16,Quelles sont les différences entre les paiements en euros numériques en ligne et hors ligne?,16,19,10,16
EU_Single_Currency,French,text-embedding-3-small,17,Quelle est la différence entre l'euro numérique et l'euro que nous avons déjà sur nos comptes bancaires?,8,36,9,8
EU_Single_Currency,French,text-embedding-3-small,18,Où et comment se procurerait-on l'euro numérique?,11,17,33,11
EU_Single_Currency,French,text-embedding-3-small,19,Où et comment l'euro numérique serait-il utilisable?,33,19,17,19
EU_Single_Currency,French,text-embedding-3-small,20,Serait-il possible d'effectuer des paiements mobiles et d'utiliser le portefeuille européen d'identité numérique avec l'euro numérique?,20,19,10,20
EU_Single_Currency,French,text-embedding-3-small,21,Le compte en euros numériques serait-il rémunéré?,21,27,31,21
EU_Single_Currency,French,text-embedding-3-small,22,Serait-il possible de détenir plusieurs comptes en euros numériques?,22,31,24,22
EU_Single_Currency,French,text-embedding-3-small,23,"L'euro numérique serait-il programmable (ou, autrement dit, les pouvoirs publics pourraient-ils lui attribuer des finalités spécifiques)?",23,34,24,23
EU_Single_Currency,French,text-embedding-3-small,24,Le montant des avoirs détenus sur un compte en euros numériques serait-il plafonné?,22,24,21,24
EU_Single_Currency,French,text-embedding-3-small,25,Quel serait le rôle du secteur privé?,25,18,15,25
EU_Single_Currency,French,text-embedding-3-small,26,Un commerçant aurait-il l'obligation d'accepter l'euro numérique?,26,27,31,26
EU_Single_Currency,French,text-embedding-3-small,27,Comment un commerçant traiterait-il les transactions en euros numériques?,27,26,31,27
EU_Single_Currency,French,text-embedding-3-small,28,Quelle incidence l'euro numérique aurait-il sur le système bancaire?,28,19,24,28
EU_Single_Currency,French,text-embedding-3-small,29,Qui pourrait détenir des euros numériques? Les personnes ne résidant plus dans la zone euro ou celles retournant dans leur pays de résidence après un séjour dans la zone euro auraient-elles le droit de conserver un compte en euros numériques?,29,30,31,29
EU_Single_Currency,French,text-embedding-3-small,30,L'utilisation de l'euro numérique en dehors de la zone euro serait-elle autorisée?,31,33,24,31
EU_Single_Currency,French,text-embedding-3-small,31,Les États membres de l'UE n'appartenant pas à la zone euro auraient-ils accès à l'euro numérique? Et les pays tiers?,31,29,33,31
EU_Single_Currency,French,text-embedding-3-small,32,Des monnaies numériques de banque centrale sont-elles en cours d'élaboration dans d'autres pays?,32,33,8,32
EU_Single_Currency,French,text-embedding-3-small,33,En quoi l'euro numérique soutiendrait-il le rôle international de l'euro?,33,9,35,33
EU_Single_Currency,French,text-embedding-3-small,34,Comment l'euro numérique favoriserait-il l'innovation en matière de paiements?,34,36,10,34
EU_Single_Currency,French,text-embedding-3-small,35,En quoi l'euro numérique favoriserait-il la résilience des paiements?,35,10,9,35
EU_Single_Currency,French,text-embedding-3-small,36,Quelles synergies y aurait-il avec les paiements instantanés et la stratégie plus large de la Commission en matière de paiements de détail?,36,20,16,36
EU_Single_Currency,French,text-embedding-3-small,37,Y aurait-il des garde-fous visant à prévenir le blanchiment de capitaux et le financement du terrorisme?,37,24,15,37
EU_Single_Currency,French,text-embedding-3-small,38,Quels seront les rôles respectifs des colégislateurs et de la Banque centrale européenne?,38,39,6,38
EU_Single_Currency,French,text-embedding-3-small,39,Quelles seront les prochaines étapes pour la proposition présentée aujourd'hui?,39,3,11,39
EU_Single_Currency,French,text-embedding-ada-002,1,Qu'est-ce que le «cours légal» des billets et pièces en euros?,2,6,1,1
EU_Single_Currency,French,text-embedding-ada-002,2,Pourquoi la Commission agit-elle maintenant?,39,7,4,39
EU_Single_Currency,French,text-embedding-ada-002,3,Quels sont les objectifs de la proposition?,3,5,39,3
EU_Single_Currency,French,text-embedding-ada-002,4,De quelle manière la proposition garantit-elle l'acceptation des espèces et l'accès à celles-ci?,5,3,4,4
EU_Single_Currency,French,text-embedding-ada-002,5,De quelle manière la proposition contribue-t-elle à l'inclusion financière?,5,3,12,5
EU_Single_Currency,French,text-embedding-ada-002,6,Quelle est la base juridique de la proposition?,3,2,5,3
EU_Single_Currency,French,text-embedding-ada-002,7,Quelles sont les prochaines étapes?,39,7,3,7
EU_Single_Currency,French,text-embedding-ada-002,8,En quoi consisterait l'euro numérique?,8,17,11,8
EU_Single_Currency,French,text-embedding-ada-002,9,Quelle est la nécessité d'un euro numérique?,14,33,10,14
EU_Single_Currency,French,text-embedding-ada-002,10,"Quelle serait la valeur ajoutée de l'euro numérique par rapport aux solutions privées de paiement numérique existantes, telles que les cartes et les paiements mobiles?",20,34,36,20
EU_Single_Currency,French,text-embedding-ada-002,11,Qui émettrait l'euro numérique et quand?,11,39,17,11
EU_Single_Currency,French,text-embedding-ada-002,12,"L'euro numérique remplacera-t-il les espèces, s'il est adopté?",11,12,33,12
EU_Single_Currency,French,text-embedding-ada-002,13,"Quel serait le coût de l'euro numérique? Y aurait-il des frais à payer pour ouvrir un compte en euros numériques, retirer de l'argent liquide sur ce compte à un distributeur automatique ou envoyer de l'argent à l'étranger?",13,18,14,13
EU_Single_Currency,French,text-embedding-ada-002,14,De quelle manière l'euro numérique favoriserait-il l'inclusion financière? L'euro numérique pourrait-il être utilisé hors ligne?,14,19,34,14
EU_Single_Currency,French,text-embedding-ada-002,15,Qui aurait accès aux données à caractère personnel et à quelles fins? Comment ces données seraient-elles protégées?,15,15,29,15
EU_Single_Currency,French,text-embedding-ada-002,16,Quelles sont les différences entre les paiements en euros numériques en ligne et hors ligne?,16,19,15,16
EU_Single_Currency,French,text-embedding-ada-002,17,Quelle est la différence entre l'euro numérique et l'euro que nous avons déjà sur nos comptes bancaires?,14,36,8,14
EU_Single_Currency,French,text-embedding-ada-002,18,Où et comment se procurerait-on l'euro numérique?,11,14,8,11
EU_Single_Currency,French,text-embedding-ada-002,19,Où et comment l'euro numérique serait-il utilisable?,19,14,33,19
EU_Single_Currency,French,text-embedding-ada-002,20,Serait-il possible d'effectuer des paiements mobiles et d'utiliser le portefeuille européen d'identité numérique avec l'euro numérique?,20,19,36,20
EU_Single_Currency,French,text-embedding-ada-002,21,Le compte en euros numériques serait-il rémunéré?,21,14,20,21
EU_Single_Currency,French,text-embedding-ada-002,22,Serait-il possible de détenir plusieurs comptes en euros numériques?,22,18,24,22
EU_Single_Currency,French,text-embedding-ada-002,23,"L'euro numérique serait-il programmable (ou, autrement dit, les pouvoirs publics pourraient-ils lui attribuer des finalités spécifiques)?",23,34,11,23
EU_Single_Currency,French,text-embedding-ada-002,24,Le montant des avoirs détenus sur un compte en euros numériques serait-il plafonné?,22,24,21,24
EU_Single_Currency,French,text-embedding-ada-002,25,Quel serait le rôle du secteur privé?,25,12,15,25
EU_Single_Currency,French,text-embedding-ada-002,26,Un commerçant aurait-il l'obligation d'accepter l'euro numérique?,26,27,18,26
EU_Single_Currency,French,text-embedding-ada-002,27,Comment un commerçant traiterait-il les transactions en euros numériques?,27,26,18,27
EU_Single_Currency,French,text-embedding-ada-002,28,Quelle incidence l'euro numérique aurait-il sur le système bancaire?,28,36,34,28
EU_Single_Currency,French,text-embedding-ada-002,29,Qui pourrait détenir des euros numériques? Les personnes ne résidant plus dans la zone euro ou celles retournant dans leur pays de résidence après un séjour dans la zone euro auraient-elles le droit de conserver un compte en euros numériques?,29,31,22,29
EU_Single_Currency,French,text-embedding-ada-002,30,L'utilisation de l'euro numérique en dehors de la zone euro serait-elle autorisée?,31,33,30,30
EU_Single_Currency,French,text-embedding-ada-002,31,Les États membres de l'UE n'appartenant pas à la zone euro auraient-ils accès à l'euro numérique? Et les pays tiers?,31,29,33,31
EU_Single_Currency,French,text-embedding-ada-002,32,Des monnaies numériques de banque centrale sont-elles en cours d'élaboration dans d'autres pays?,32,17,33,32
EU_Single_Currency,French,text-embedding-ada-002,33,En quoi l'euro numérique soutiendrait-il le rôle international de l'euro?,33,34,35,33
EU_Single_Currency,French,text-embedding-ada-002,34,Comment l'euro numérique favoriserait-il l'innovation en matière de paiements?,34,36,19,34
EU_Single_Currency,French,text-embedding-ada-002,35,En quoi l'euro numérique favoriserait-il la résilience des paiements?,35,36,34,35
EU_Single_Currency,French,text-embedding-ada-002,36,Quelles synergies y aurait-il avec les paiements instantanés et la stratégie plus large de la Commission en matière de paiements de détail?,36,20,34,36
EU_Single_Currency,French,text-embedding-ada-002,37,Y aurait-il des garde-fous visant à prévenir le blanchiment de capitaux et le financement du terrorisme?,37,5,24,37
EU_Single_Currency,French,text-embedding-ada-002,38,Quels seront les rôles respectifs des colégislateurs et de la Banque centrale européenne?,39,28,38,38
EU_Single_Currency,French,text-embedding-ada-002,39,Quelles seront les prochaines étapes pour la proposition présentée aujourd'hui?,39,3,5,39
EU_Single_Currency,German,text-embedding-3-large,1,"Was bedeutet es, dass Euro-Banknoten und -Münzen „gesetzliches Zahlungsmittel“ sind?",1,2,6,1
EU_Single_Currency,German,text-embedding-3-large,2,Warum ergreift die Kommission jetzt Maßnahmen in diesem Bereich?,5,2,7,2
EU_Single_Currency,German,text-embedding-3-large,3,Was sind die Hauptziele des Vorschlags?,5,3,2,3
EU_Single_Currency,German,text-embedding-3-large,4,"Wie gewährleistet der Vorschlag, dass Bargeld akzeptiert wird und verfügbar ist?",3,4,5,4
EU_Single_Currency,German,text-embedding-3-large,5,Wie trägt der Vorschlag zur finanziellen Inklusion bei?,5,14,3,5
EU_Single_Currency,German,text-embedding-3-large,6,Auf welcher Rechtsgrundlage beruht der Vorschlag?,2,6,3,6
EU_Single_Currency,German,text-embedding-3-large,7,Wie geht es weiter?,39,3,11,39
EU_Single_Currency,German,text-embedding-3-large,8,Was wäre der digitale Euro?,8,10,11,8
EU_Single_Currency,German,text-embedding-3-large,9,Warum brauchen wir einen digitalen Euro?,9,10,33,9
EU_Single_Currency,German,text-embedding-3-large,10,Welchen Mehrwert hätte ein digitaler Euro gegenüber bestehenden privaten digitalen Zahlungsmöglichkeiten wie Karten und mobile Zahlungen?,10,9,33,10
EU_Single_Currency,German,text-embedding-3-large,11,Wer würde den digitalen Euro ausgeben und wann?,11,39,17,11
EU_Single_Currency,German,text-embedding-3-large,12,"Würde der digitale Euro das Bargeld ersetzen, wenn er eingeführt wird?",12,9,11,12
EU_Single_Currency,German,text-embedding-3-large,13,"Was würde der digitale Euro kosten? Müsste ich eine Gebühr zahlen, um ein auf digitale Euro lautendes Konto zu eröffnen, von diesem Konto Geld ins Ausland zu schicken oder an einem Geldautomaten Bargeld abzuheben?",13,19,10,13
EU_Single_Currency,German,text-embedding-3-large,14,Wie würde ein digitaler Euro die finanzielle Inklusion unterstützen? Könnte der digitale Euro offline genutzt werden?,14,19,10,14
EU_Single_Currency,German,text-embedding-3-large,15,Wer hätte Zugang zu meinen personenbezogenen Daten und zu welchem Zweck? Wie würden meine Daten geschützt?,15,29,10,15
EU_Single_Currency,German,text-embedding-3-large,16,Welche Unterschiede bestehen zwischen Online- und Offline-Zahlungen mit digitalen Euro?,16,19,10,16
EU_Single_Currency,German,text-embedding-3-large,17,"Was ist der Unterschied zwischen einem digitalen Euro und dem Euro, den wir jetzt schon auf unserem Bankkonto haben?",8,10,11,8
EU_Single_Currency,German,text-embedding-3-large,18,Wo und wie könnte ich auf den digitalen Euro zugreifen?,19,18,11,18
EU_Single_Currency,German,text-embedding-3-large,19,Wo und wie könnte ich meine digitalen Euro ausgeben?,19,8,10,19
EU_Single_Currency,German,text-embedding-3-large,20,Wären mobile Zahlungen mit digitalen Euro möglich? Könnte ich meine digitale Brieftasche (EUid-Brieftasche) verwenden?,20,19,10,20
EU_Single_Currency,German,text-embedding-3-large,21,Würde mein digitales Euro-Konto vergütet?,21,13,10,21
EU_Single_Currency,German,text-embedding-3-large,22,Könnte ich mehr als ein auf digitale Euro lautendes Konto haben?,22,18,24,22
EU_Single_Currency,German,text-embedding-3-large,23,"Wäre der digitale Euro programmierbar, also könnten z. B. Behörden einen bestimmten Verwendungszweck vorgeben?",23,34,24,23
EU_Single_Currency,German,text-embedding-3-large,24,"Gibt es einen Höchstbetrag, den ich auf meinem Konto halten darf?",24,22,1,24
EU_Single_Currency,German,text-embedding-3-large,25,Welche Rolle würde der Privatsektor spielen?,25,34,33,25
EU_Single_Currency,German,text-embedding-3-large,26,Müsste ich als Händler den digitalen Euro akzeptieren?,26,11,1,26
EU_Single_Currency,German,text-embedding-3-large,27,Wie würde ich als Händler Zahlungen in digitalen Euro verarbeiten?,27,26,19,27
EU_Single_Currency,German,text-embedding-3-large,28,Wie würde sich der digitale Euro auf das Bankensystem auswirken?,28,8,11,28
EU_Single_Currency,German,text-embedding-3-large,29,"Wer könnte digitale Euro halten? Könnte ich ein Konto in digitalen Euro haben, auch wenn ich nicht mehr im Euro-Währungsgebiet wohne oder wenn ich nach einer Reise dorthin in mein Wohnsitzland zurückkehre?",29,31,30,29
EU_Single_Currency,German,text-embedding-3-large,30,Könnte ich meine digitalen Euro auch außerhalb des Euro-Währungsgebiets verwenden?,30,33,19,30
EU_Single_Currency,German,text-embedding-3-large,31,"Hätten EU-Mitgliedstaaten, die nicht dem Euro-Währungsgebiet angehören, Zugang zum digitalen Euro? Was ist mit Drittstaaten?",31,29,33,31
EU_Single_Currency,German,text-embedding-3-large,32,Entwickeln auch andere Länder digitale Zentralbankwährungen?,32,33,9,32
EU_Single_Currency,German,text-embedding-3-large,33,Wie würde der digitale Euro die internationale Rolle des Euro fördern?,33,9,34,33
EU_Single_Currency,German,text-embedding-3-large,34,Wie würde der digitale Euro Innovationen im Zahlungsverkehr fördern?,34,10,9,34
EU_Single_Currency,German,text-embedding-3-large,35,Wie würde der digitale Euro den Zahlungsverkehr widerstandsfähiger machen?,35,10,34,35
EU_Single_Currency,German,text-embedding-3-large,36,Welche Synergien gibt es mit Sofortzahlungen und der umfassenderen Strategie der Kommission für den Massenzahlungsverkehr?,36,5,16,36
EU_Single_Currency,German,text-embedding-3-large,37,Gibt es Schutzmaßnahmen zur Verhinderung von Geldwäsche und Terrorismusfinanzierung?,37,4,7,37
EU_Single_Currency,German,text-embedding-3-large,38,Welche Rolle spielen der Mitgesetzgeber und die Europäische Zentralbank?,7,39,6,7
EU_Single_Currency,German,text-embedding-3-large,39,Wie geht es mit diesem Vorschlag nun weiter?,39,3,7,39
EU_Single_Currency,German,text-embedding-3-small,1,"Was bedeutet es, dass Euro-Banknoten und -Münzen „gesetzliches Zahlungsmittel“ sind?",1,2,6,1
EU_Single_Currency,German,text-embedding-3-small,2,Warum ergreift die Kommission jetzt Maßnahmen in diesem Bereich?,37,4,28,37
EU_Single_Currency,German,text-embedding-3-small,3,Was sind die Hauptziele des Vorschlags?,33,34,5,33
EU_Single_Currency,German,text-embedding-3-small,4,"Wie gewährleistet der Vorschlag, dass Bargeld akzeptiert wird und verfügbar ist?",3,4,5,4
EU_Single_Currency,German,text-embedding-3-small,5,Wie trägt der Vorschlag zur finanziellen Inklusion bei?,5,14,3,5
EU_Single_Currency,German,text-embedding-3-small,6,Auf welcher Rechtsgrundlage beruht der Vorschlag?,5,3,2,5
EU_Single_Currency,German,text-embedding-3-small,7,Wie geht es weiter?,11,27,33,11
EU_Single_Currency,German,text-embedding-3-small,8,Was wäre der digitale Euro?,33,8,9,8
EU_Single_Currency,German,text-embedding-3-small,9,Warum brauchen wir einen digitalen Euro?,9,33,10,9
EU_Single_Currency,German,text-embedding-3-small,10,Welchen Mehrwert hätte ein digitaler Euro gegenüber bestehenden privaten digitalen Zahlungsmöglichkeiten wie Karten und mobile Zahlungen?,10,9,19,10
EU_Single_Currency,German,text-embedding-3-small,11,Wer würde den digitalen Euro ausgeben und wann?,11,33,39,11
EU_Single_Currency,German,text-embedding-3-small,12,"Würde der digitale Euro das Bargeld ersetzen, wenn er eingeführt wird?",12,9,33,12
EU_Single_Currency,German,text-embedding-3-small,13,"Was würde der digitale Euro kosten? Müsste ich eine Gebühr zahlen, um ein auf digitale Euro lautendes Konto zu eröffnen, von diesem Konto Geld ins Ausland zu schicken oder an einem Geldautomaten Bargeld abzuheben?",13,19,33,13
EU_Single_Currency,German,text-embedding-3-small,14,Wie würde ein digitaler Euro die finanzielle Inklusion unterstützen? Könnte der digitale Euro offline genutzt werden?,14,10,16,14
EU_Single_Currency,German,text-embedding-3-small,15,Wer hätte Zugang zu meinen personenbezogenen Daten und zu welchem Zweck? Wie würden meine Daten geschützt?,15,29,31,15
EU_Single_Currency,German,text-embedding-3-small,16,Welche Unterschiede bestehen zwischen Online- und Offline-Zahlungen mit digitalen Euro?,16,19,10,16
EU_Single_Currency,German,text-embedding-3-small,17,"Was ist der Unterschied zwischen einem digitalen Euro und dem Euro, den wir jetzt schon auf unserem Bankkonto haben?",8,10,9,8
EU_Single_Currency,German,text-embedding-3-small,18,Wo und wie könnte ich auf den digitalen Euro zugreifen?,29,33,10,29
EU_Single_Currency,German,text-embedding-3-small,19,Wo und wie könnte ich meine digitalen Euro ausgeben?,23,33,29,23
EU_Single_Currency,German,text-embedding-3-small,20,Wären mobile Zahlungen mit digitalen Euro möglich? Könnte ich meine digitale Brieftasche (EUid-Brieftasche) verwenden?,20,19,10,20
EU_Single_Currency,German,text-embedding-3-small,21,Würde mein digitales Euro-Konto vergütet?,29,8,21,21
EU_Single_Currency,German,text-embedding-3-small,22,Könnte ich mehr als ein auf digitale Euro lautendes Konto haben?,22,29,18,22
EU_Single_Currency,German,text-embedding-3-small,23,"Wäre der digitale Euro programmierbar, also könnten z. B. Behörden einen bestimmten Verwendungszweck vorgeben?",23,34,33,23
EU_Single_Currency,German,text-embedding-3-small,24,"Gibt es einen Höchstbetrag, den ich auf meinem Konto halten darf?",22,24,18,24
EU_Single_Currency,German,text-embedding-3-small,25,Welche Rolle würde der Privatsektor spielen?,25,15,17,25
EU_Single_Currency,German,text-embedding-3-small,26,Müsste ich als Händler den digitalen Euro akzeptieren?,26,33,11,26
EU_Single_Currency,German,text-embedding-3-small,27,Wie würde ich als Händler Zahlungen in digitalen Euro verarbeiten?,26,27,16,27
EU_Single_Currency,German,text-embedding-3-small,28,Wie würde sich der digitale Euro auf das Bankensystem auswirken?,28,8,9,28
EU_Single_Currency,German,text-embedding-3-small,29,"Wer könnte digitale Euro halten? Könnte ich ein Konto in digitalen Euro haben, auch wenn ich nicht mehr im Euro-Währungsgebiet wohne oder wenn ich nach einer Reise dorthin in mein Wohnsitzland zurückkehre?",29,30,31,29
EU_Single_Currency,German,text-embedding-3-small,30,Könnte ich meine digitalen Euro auch außerhalb des Euro-Währungsgebiets verwenden?,30,29,31,30
EU_Single_Currency,German,text-embedding-3-small,31,"Hätten EU-Mitgliedstaaten, die nicht dem Euro-Währungsgebiet angehören, Zugang zum digitalen Euro? Was ist mit Drittstaaten?",29,31,30,31
EU_Single_Currency,German,text-embedding-3-small,32,Entwickeln auch andere Länder digitale Zentralbankwährungen?,32,33,8,32
EU_Single_Currency,German,text-embedding-3-small,33,Wie würde der digitale Euro die internationale Rolle des Euro fördern?,33,9,34,33
EU_Single_Currency,German,text-embedding-3-small,34,Wie würde der digitale Euro Innovationen im Zahlungsverkehr fördern?,34,9,10,34
EU_Single_Currency,German,text-embedding-3-small,35,Wie würde der digitale Euro den Zahlungsverkehr widerstandsfähiger machen?,9,10,35,35
EU_Single_Currency,German,text-embedding-3-small,36,Welche Synergien gibt es mit Sofortzahlungen und der umfassenderen Strategie der Kommission für den Massenzahlungsverkehr?,36,20,27,36
EU_Single_Currency,German,text-embedding-3-small,37,Gibt es Schutzmaßnahmen zur Verhinderung von Geldwäsche und Terrorismusfinanzierung?,37,24,4,37
EU_Single_Currency,German,text-embedding-3-small,38,Welche Rolle spielen der Mitgesetzgeber und die Europäische Zentralbank?,38,7,2,38
EU_Single_Currency,German,text-embedding-3-small,39,Wie geht es mit diesem Vorschlag nun weiter?,11,3,34,11
EU_Single_Currency,German,text-embedding-ada-002,1,"Was bedeutet es, dass Euro-Banknoten und -Münzen „gesetzliches Zahlungsmittel“ sind?",2,1,6,1
EU_Single_Currency,German,text-embedding-ada-002,2,Warum ergreift die Kommission jetzt Maßnahmen in diesem Bereich?,7,4,37,7
EU_Single_Currency,German,text-embedding-ada-002,3,Was sind die Hauptziele des Vorschlags?,3,5,33,3
EU_Single_Currency,German,text-embedding-ada-002,4,"Wie gewährleistet der Vorschlag, dass Bargeld akzeptiert wird und verfügbar ist?",3,4,12,4
EU_Single_Currency,German,text-embedding-ada-002,5,Wie trägt der Vorschlag zur finanziellen Inklusion bei?,5,3,14,5
EU_Single_Currency,German,text-embedding-ada-002,6,Auf welcher Rechtsgrundlage beruht der Vorschlag?,3,5,7,3
EU_Single_Currency,German,text-embedding-ada-002,7,Wie geht es weiter?,7,3,27,7
EU_Single_Currency,German,text-embedding-ada-002,8,Was wäre der digitale Euro?,8,10,33,8
EU_Single_Currency,German,text-embedding-ada-002,9,Warum brauchen wir einen digitalen Euro?,33,9,10,9
EU_Single_Currency,German,text-embedding-ada-002,10,Welchen Mehrwert hätte ein digitaler Euro gegenüber bestehenden privaten digitalen Zahlungsmöglichkeiten wie Karten und mobile Zahlungen?,10,20,19,10
EU_Single_Currency,German,text-embedding-ada-002,11,Wer würde den digitalen Euro ausgeben und wann?,11,33,19,11
EU_Single_Currency,German,text-embedding-ada-002,12,"Würde der digitale Euro das Bargeld ersetzen, wenn er eingeführt wird?",12,33,8,12
